Year,AirlineName,AirlineExpense,AirlineRevenue,AirlinePassengers,OperatingIncome,YoYGrowthOperInc,YoY%DifferenceOperInc,YoY%Revenue,YoY%Expense,Operating Profit Margin,YoY%OPM,YoYPassenger
1998,sub_Network,68295205070,74990530040,440186185,6695324970.00001,-194984330.000008,-0.0282983421368337,0.0116359108947637,0.0157282498790088,0.0892822729273779,-0.0394749263065174,0.00176827891402266
1998,Southwest,3480321000,4164040000,59177010,683719000,159397000,0.304005935284043,0.0909204277603572,0.0569889223807391,0.164196069202025,0.195326352043061,0.145305415629072
1998,jetBlue,0,0,0,0,0,0,0,0,0,0,0
1998,AirTran,381326730,369245820,4589806,-12080910,339860,0.0273622327762288,2.49673012968304,2.23108328264201,-0.0327177975907757,0.721843627860428,3.22911337820007
1998,Frontier,182319720,192318830,1529975,9999110,29551310,1.51140587759945,0.390357947778121,0.154832622804876,0.0519923608104313,1.3678231770579,0.19704458164173
1998,Virgin_America,0,0,0,0,0,0,0,0,0,0,0
1998,sub_LCC,4043967450,4725604650,65296791,681637199.999999,189288169.999999,0.384459313345249,0.163678997573186,0.133218332791062,0.144243382696011,0.189726132578222,0.20847002933099
1998,Alaska,1386311000,1581276000,13055941,194965000,61892000,0.465098104048154,0.0849763521927998,0.0467812280081791,0.123295996397846,0.350350264397105,0.0629053790126366
1998,Hawaiian,409130380,426415190,5264589,17284810,15460669.9999999,8.47559397853173,0.0549181878734446,0.0167452541701727,0.0405351648002971,7.98230221779861,0.0146344255622265
1998,Spirit,122868040,130563060,1551130,7695020,5845220,3.15991999135042,0.610182637246169,0.55065792637116,0.0589371909635084,1.58350816554882,0.418732467408931
1998,Allegiant,0,0,0,0,0,0,0,0,0,0,0
1998,sub_Other,1918309420,2138254250,19871660,219944830,83197889.9999998,0.60840769087776,0.100643371033882,0.0621960725915286,0.102861869677098,0.461334100769546,0.0703694297432809
1999,American,15086486000,16090263000,81507894,1003777000,-744606000.000002,-0.425882658433536,-0.0127974090926439,0.036838896466731,0.0623841263502032,-0.418440199758003,0.000381224930527184
1999,Continental,7546106000,8026597000,44012311,480491000.000001,-179615999.999999,-0.272101341146207,0.0996908051806848,0.136658436828903,0.0598623551176172,-0.338087892137831,0.0556686164209182
1999,Delta,13171304000,14901352000,105529015,1730048000,-63092000,-0.0351852058400348,0.0185598255618232,0.0260673997998704,0.116100069309147,-0.0527657090463125,0.0173961616918184
1999,Northwest,9099249000,9868061000,54764430,768812000,898178000,6.94292163319574,0.133384703627705,0.0297829898402958,0.0779091252070696,6.24351671076362,0.0836113655305425
1999,United,16608774000,17966701000,86580996,1357927000,-77267000,-0.0538373209475513,0.0256403508596667,0.0327329629853247,0.0755802080749271,-0.0774907809941387,-0.00330603200700003
1999,US_Airways,8258020000,8460361000,55892647,202341000.000001,-787679999.999999,-0.795619486859369,-0.0111391704957089,0.0915159491400797,0.023916355342284,-0.793317212045819,-0.0378993088213139
1999,America_West,1966086080,2163986430,18703566,197900350,54379.9999997616,0.000274860286513602,0.0912832878034048,0.101369763347008,0.0914517518485547,-0.0833957859833793,0.0512370222975446
1999,sub_Network,71736025080,77477321430,446990859,5741296350,-954028620.000008,-0.142491757199951,0.0331614056958064,0.0503815751995078,0.0741029277217231,-0.170015219236204,0.0154586268989791
1999,Southwest,3954116000,4735648000,65485500,781532000,97813000,0.143060233809504,0.137272456556613,0.136135431185802,0.165031691544642,0.00508917385585368,0.106603730063415
1999,jetBlue,0,0,0,0,0,0,0,0,0,0,0
1999,AirTran,447721000,523467900,6457696,75746900,87827810,7.26996641809268,0.417667774817329,0.174113862933238,0.144702091570467,5.42273325913794,0.406964913113975
1999,Frontier,266140710,307487040,2176024,41346330.0000001,31347220.0000001,3.13500101509035,0.598840009582005,0.459747250599112,0.134465276975576,1.58625065066479,0.422261148057975
1999,Virgin_America,0,0,0,0,0,0,0,0,0,0,0
1999,sub_LCC,4667977710,5566602940,74119220,898625230,216988030.000001,0.318333609139879,0.177966282050277,0.154306449721795,0.161431530088618,0.119160734248938,0.135112750027792
1999,Alaska,1518904000,1695591000,13619767,176687000,-18278000,-0.0937501602851794,0.0722928824569525,0.0956444838135166,0.104203784992961,-0.154848591703487,0.0431853973604813
1999,Hawaiian,529350490,488876240,5692040,-40474250,-57759060,-3.341608036189,0.146479420679174,0.29384302871862,-0.082790380649303,-3.04243355262481,0.0811936126447858
1999,Spirit,232143720,227095620,2496165,-5048100,-12743120,-1.65602168675325,0.739355833112367,0.889374323868111,-0.0222289624079936,-1.37716358795853,0.609255832844442
1999,Allegiant,0,0,0,0,0,0,0,0,0,0,0
1999,sub_Other,2280398210,2411562860,21807972,131164650,-88780180,-0.40364749651083,0.127818574428181,0.188754111419627,0.0543898946926061,-0.471233656715107,0.0974408781148631
2000,American,16874131000,18117124000,86382135,1242993000,239216000.000002,0.238315880917775,0.125968170936671,0.118493133523605,0.0686087372366608,0.0997787618522503,0.0598008457929241
2000,Continental,8542461000,9129295000,45409245,586834000.000001,106343000,0.221321523191901,0.137380511317561,0.132035648584846,0.0642803195646543,0.0738020486891424,0.0317396193987632
2000,Delta,13861497000,15320850000,105709077,1459353000,-270695000,-0.156466756991714,0.0281516737541667,0.0524012656605603,0.0952527438099061,-0.179563419929833,0.00170627954785705
2000,Northwest,10293107000,10956638000,56927032,663531000,-105281000,-0.13693985005437,0.110313160812443,0.131204014748909,0.0605597264416329,-0.222687634077841,0.0394891720775693
2000,United,18590452000,19331280000,83913300,740828000,-617099000,-0.454441954538057,0.0759504485548015,0.119315128256908,0.0383227597965577,-0.492952443865117,-0.0308115651614819
2000,US_Airways,9225611000,9181238000,59830431,-44373000,-246714000.000001,-1.2192981155574,0.0852064114049033,0.117169854274996,-0.00483300835900344,-1.20207963503782,0.0704526303790908
2000,America_West,2322064110,2309326110,19954018,-12737999.9999995,-210638349.999999,-1.06436572749871,0.0671629350282019,0.181059229105574,-0.00551589485124711,-1.0603148079698,0.0668563417264922
2000,sub_Network,79709323110,84345751110,458125238,4636428000.00003,-1104868349.99997,-0.192442313137166,0.0886508407005987,0.111147753462896,0.0549693130831618,-0.25820322120623,0.0249096346733121
2000,Southwest,4629120000,5649621000,72710320,1020501000,238969000,0.305769949279108,0.192998508335079,0.170709205293927,0.180631762732403,0.094527730048389,0.110327018958395
2000,jetBlue,120082710,105248030,1128146,-14834680,-14834680,0,0,0,-0.14094971658852,0,0
2000,AirTran,542944490,624094540,7547350,81150050.0000001,5403150.00000012,0.0713316320535906,0.192230774800136,0.212684886346631,0.130028456906545,-0.101405822850708,0.168737271001918
2000,Frontier,369550130,450610240,2892792,81060109.9999999,39713779.9999998,0.960515237990886,0.465460918287808,0.38855168004925,0.179889631447346,0.337814754064872,0.329393425807804
2000,Virgin_America,0,0,0,0,0,0,0,0,0,0,0
2000,sub_LCC,5661697330,6829573810,84278608,1167876480,269251249.999998,0.299625740532567,0.226883591952402,0.212880112488798,0.17100283450923,0.0592901796529913,0.137068199044728
2000,Alaska,1772242000,1759867000,13524685,-12375000,-189062000,-1.07003910870636,0.0379077265684944,0.1667900012114,-0.00703178137893375,-1.067481055313,-0.00698117669707565
2000,Hawaiian,621201660,607220400,6271183,-13981260,26492990,0.654564074689463,0.24207386311104,0.173516737464435,-0.023025016946071,0.721887775300803,0.101746122655498
2000,Spirit,309964260,312236840,3221261,2272580,7320680,1.45018521820091,0.374913527614491,0.335225695530338,0.00727838521553062,1.32742802304229,0.290484002459773
2000,Allegiant,0,0,129687,0,0,0,0,0,0,0,0
2000,sub_Other,2703407920,2679324240,23146816,-24083680,-155248330,-1.18361410639223,0.111032303756743,0.18549817665398,-0.00898871425878639,-1.16526441739937,0.0613924119124878
2001,American,18196603000,15638794000,78178705,-2557809000,-3800802000,-3.05778230448602,-0.136794890844706,0.0783727470173132,-0.163555386687746,-3.38388568679778,-0.0949667428340362
2001,Continental,8313431000,7971663000,42780215,-341768000,-928602000.000001,-1.58239297654873,-0.126804096044656,-0.0268107750213901,-0.0428728610328861,-1.66696714209337,-0.0578963600914307
2001,Delta,14183177000,13211188000,94179938,-971989000,-2431342000,-1.66604104695711,-0.137698756922756,0.0232067286816135,-0.0735731714664873,-1.77239949762829,-0.109064796772372
2001,Northwest,10388396000,9591793000,52373970,-796603000,-1460134000,-2.20055129300666,-0.124567864704483,0.00925755459454565,-0.0830504786748421,-2.37138133797361,-0.079980667181103
2001,United,19830469000,16087369000,75181720,-3743100000,-4483928000,-6.05258980492098,-0.167806322188702,0.0667018209132301,-0.232673223321974,-7.071410946319,-0.104054780350671
2001,US_Airways,9434777000,8253356000,56148005,-1181421000,-1137048000,-25.6247718207018,-0.101062841416375,0.022672319481062,-0.143144316081846,-28.6180567979324,-0.0615477097265103
2001,America_West,2458870380,2035474290,19594293,-423396090,-410658090,-32.2388200659456,-0.118585165955622,0.058915802285924,-0.208008566887868,-36.7107563681781,-0.0180276974792746
2001,sub_Network,82805723380,72789637290,418436846,-10016086090,-14652514090,-3.16030230384251,-0.137008843574456,0.0388461493485138,-0.137603187251711,-3.50327281775442,-0.0866321885545193
2001,Southwest,4924054000,5555235000,73742879,631181000,-389320000,-0.381498891230876,-0.0167066073989742,0.0637127575003456,0.113619135824137,-0.370990272666174,0.0142009965022847
2001,jetBlue,284924270,320413800,3056371,35489529.9999999,50324210,3.39233539247222,2.04436862143643,1.37273351009483,0.110761552717142,1.78582316728237,1.70919810024589
2001,AirTran,609843500,665163320,8302732,55319820,-25830230.0000001,-0.318302083609315,0.065805382626805,0.123215192772285,0.0831672738659131,-0.360391749279255,0.100085725453305
2001,Frontier,426576350,446652200,2997968,20075850,-60984259.9999999,-0.752333792786612,-0.00878373292182619,0.154312542117087,0.0449473885945261,-0.750139081208344,0.0363579545297415
2001,Virgin_America,0,0,0,0,0,0,0,0,0,0,0
2001,sub_LCC,6245398120,6987464320,88099950,742066199.999999,-425810279.999999,-0.364602153816814,0.0231186475748771,0.103096431331132,0.106199640673085,-0.37895976415904,0.045341778782108
2001,Alaska,1827846000,1763063000,13667470,-64783000,-52408000,-4.2349898989899,0.00181604632622806,0.0313749476651608,-0.0367445746408381,-4.22550014864225,0.010557362334132
2001,Hawaiian,626078090,611582900,5830409,-14495189.9999999,-513929.999999881,-0.036758489578184,0.00718437654597902,0.00784999512074691,-0.0237011041348603,-0.0293631570553408,-0.0702856223458955
2001,Spirit,365300580,375192530,3274123,9891950,7619370,3.35274005755573,0.201628001359481,0.178524840250937,0.0263649971922415,2.62236902987546,0.0164103436511354
2001,Allegiant,0,0,67157,0,0,0,0,0,0,0,-0.48216089507815
2001,sub_Other,2819224670,2749838430,22839159,-69386240,-45302560,-1.88104807903111,0.0263179009644611,0.0428410189757822,-0.0252328424983136,-1.80716927603397,-0.013291547312598
2002,American,19183532000,15870616000,94130352,-3312916000,-755107000,-0.295216335543428,0.0148235215579923,0.054236991376907,-0.208745268614652,-0.276297117704729,0.204040819044009
2002,Continental,7833538000,7352780000,40009089,-480758000,-138990000,-0.40667938484586,-0.077635369182064,-0.0577250235191704,-0.0653845212287053,-0.525079494427755,-0.0647758782885967
2002,Delta,13445779000,12410395000,90924099,-1035384000,-63395000,-0.0652219315239164,-0.0606147607618634,-0.051991031346503,-0.0834287708006071,-0.13395642919388,-0.0345704092521276
2002,Northwest,9935075000,9151583000,51827440,-783492000,13111000,0.0164586374894395,-0.0458944433016851,-0.043637246789591,-0.0856127295135716,-0.0308517287270691,-0.0104351455503564
2002,United,16937412000,13915601000,68494278,-3021811000,721289000.000004,0.192698298202026,-0.13499833316436,-0.145889489552668,-0.217152748199664,0.066705033354149,-0.0889503725107646
2002,US_Airways,7834254000,6914919000,47167584,-919335000,262086000,0.221839632104051,-0.16216881956867,-0.169640787482311,-0.132949496588463,0.0712205679724899,-0.159941942727974
2002,America_West,2185146970,2020996930,19451122,-164150040,259246049.999999,0.612301474016917,-0.00711252412822185,-0.111320796828664,-0.0812223104168696,0.6095242055071,-0.00730677039482874
2002,sub_Network,77354736970,67636890930,412003964,-9717846039.99999,298240050.000008,0.0297761068864782,-0.0707895595010455,-0.0658286189347699,-0.14367671113176,-0.0441379593115037,-0.0153736031171595
2002,Southwest,5104270000,5521829000,72515950,417559000,-213622000,-0.338448083830153,-0.00601342697473644,0.036599111220145,0.0756196905047223,-0.334445822385337,-0.0166379319147548
2002,jetBlue,529688650,635191070,5672638,105502420,70012890.0000002,1.97277591447394,0.982408591639936,0.859050652301399,0.166095565543766,0.499577799960364,0.856004392136949
2002,AirTran,702166550,733369960,9660141,31203410,-24116410,-0.435945200110919,0.102541192439776,0.151388102029455,0.0425479794672801,-0.488404783642683,0.163489439379713
2002,Frontier,472712910,464615520,3737673,-8097390.00000006,-28173240.0000001,-1.40333983368077,0.0402176906326668,0.1081554568133,-0.0174281522063664,-1.38774560105342,0.246735455481846
2002,Virgin_America,0,0,0,0,0,0,0,0,0,0,0
2002,sub_LCC,6808838110,7355005550,91586402,546167440,-195898759.999999,-0.263990948516452,0.0526000868366509,0.0902168251205095,0.0742579235715193,-0.300770481887898,0.0395738249567679
2002,Alaska,1913172000,1832391000,14153286,-80781000,-15998000,-0.246947501659386,0.0393224745797513,0.0466811755476118,-0.0440850233383596,-0.199769592362166,0.0355454228178295
2002,Hawaiian,687052300,632037980,5861320,-55014320,-40519130.0000001,-2.79535004370418,0.0334461280719263,0.0973907424232019,-0.0870427438553613,-2.67251851897212,0.00530168638255052
2002,Spirit,411266810,404343780,3686807,-6923030,-16814980,-1.69986504177639,0.0776967761058572,0.125831253812956,-0.0171216433699067,-1.64940812415277,0.126044134566722
2002,Allegiant,0,0,189406,0,0,0,0,0,0,0,1.8203463525768
2002,sub_Other,3011491110,2868772760,23890819,-142718350,-73332110,-1.05686819173369,0.0432513884097547,0.0681983390844831,-0.0497489212076874,-0.971594013279015,0.0460463539835245
2003,American,18847340000,17403324000,88888929,-1444016000,1868900000,0.564125380782368,0.0965752053984546,-0.0175250313654441,-0.0829735744734741,0.602512789755034,-0.0556826027804507
2003,Continental,7303747000,7333412000,38936200,29665000,510423000,1.06170464142042,-0.00263410573959781,-0.0676311265739695,0.00404518387893657,1.06186760723975,-0.0268161317044735
2003,Delta,15360207000,14203030000,84246369,-1157177000,-121793000,-0.117630753420953,0.144446248487659,0.142381337667382,-0.0814739530931076,0.0234309781714445,-0.073442905384193
2003,Northwest,9460358000,9183813000,51975656,-276545000,506947000,0.647035323908859,0.00352179508179077,-0.0477819241424952,-0.0301122202727778,0.648274030697686,0.00285979782138574
2003,United,14951479000,13397729000,66101151,-1553750000,1468061000,0.485821581826262,-0.0372152090304975,-0.117251266013958,-0.11597114705037,0.465946675730127,-0.0349390791446842
2003,US_Airways,7182984000,6761645000,41264287,-421339000,497996000,0.541691548782544,-0.0221656970963796,-0.0831310805087504,-0.062313090971206,0.531302542919044,-0.125155806157042
2003,America_West,2199474820,2223348440,20048414,23873620,188023660,1.14543779581169,0.100124600387196,0.00655692738141065,0.0107376871616219,1.13220120317326,0.0307073288625715
2003,sub_Network,75305589820,70506301440,391461006,-4799288380.00003,4918557659.99996,0.506136610906831,0.0424237493850751,-0.0264902607166086,-0.0680689283366277,0.526235478245292,-0.0498610688124347
2003,Southwest,5454619000,5936696000,74788288,482077000,64518000,0.154512296465889,0.0751321708803369,0.0686384145039349,0.0812029115184608,0.0738328995592737,0.0313356992496134
2003,jetBlue,829199590,998351160,8949744,169151570,63649149.9999996,0.603295640043134,0.571733620247526,0.565447154663405,0.169430934502044,0.0200810235201545,0.577704059381191
2003,AirTran,831720810,918039450,11657851,86318639.9999999,55115229.9999999,1.7663207322533,0.251809455080489,0.184506453632689,0.0940249789919157,1.20985767524454,0.206799258934212
2003,Frontier,565126620,590062740,5071163,24936120,33033510.0000001,4.07952562492356,0.270002216025844,0.195496480094017,0.0422601162717036,3.4248190956392,0.356770108032458
2003,Virgin_America,0,0,0,0,0,0,0,0,0,0,0
2003,sub_LCC,7680666020,8443149350,100467046,762483330.000001,216315890.000001,0.39606148986106,0.147946020244676,0.128043565717852,0.0903079287588346,0.216138620841684,0.0969646563908035
2003,Alaska,2037996000,2027376000,15070339,-10620000.0000005,70160999.9999995,0.868533442269835,0.106410149362227,0.0652445258450365,-0.0052382981745865,0.881177375491406,0.0647943523504012
2003,Hawaiian,645707450,706144260,5682956,60436809.9999999,115451130,2.09856506451411,0.117249726037033,-0.0601771509970929,0.0855870583724633,1.98327619950358,-0.030430687967898
2003,Spirit,442785730,450066680,4110592,7280949.99999994,14203979.9999999,2.05169990596602,0.113079271307203,0.0766386181272444,0.0161774917441121,1.9448562497538,0.114946347883141
2003,Allegiant,0,0,485467,0,0,0,0,0,0,0,1.56310254163015
2003,sub_Other,3126489180,3183586940,25349354,57097759.9999991,199816109.999999,1.40007301093377,0.10973827707427,0.0381864218752419,0.0179350402788118,1.36051113960719,0.0610500209306345
2004,American,19028565000,18607553000,91619665,-421012000,1023004000,0.708443673754307,0.0691953445215408,0.00961541522570294,-0.0226258659588394,0.727312387077253,0.0307207661372543
2004,Continental,10140885000,9851366000,40745993,-289519000,-319184000,-10.7596157087477,0.343353680387792,0.38844965467725,-0.0293887162450365,-8.26511256955825,0.0464809868451467
2004,Delta,16767211000,15154479000,86901935,-1612732000,-455555000,-0.393677890244967,0.0669891565391328,0.0916005884556113,-0.106419494856933,-0.306178119715364,0.0315214297247636
2004,Northwest,11699605000,11265608000,55446115,-433997000,-157452000,-0.569353993021027,0.226680900405964,0.236697913546189,-0.03852406368125,-0.279349823170522,0.0667708551865127
2004,United,16867575000,15701169000,70880444,-1166406000,387344000.000002,0.249296218825424,0.171927645349447,0.128154278248995,-0.0742878444273798,0.359428217131331,0.072302719811944
2004,US_Airways,7421065000,7073132000,42408295,-347933000,73406000,0.174220758106893,0.046066748550094,0.0331451385663674,-0.0491907969482261,0.210586472576742,0.0277239250492805
2004,America_West,2485127690,2481515690,21132430,-3612000.00000048,-27485620.0000005,-1.15129670322308,0.116116414933145,0.12987321673453,-0.00145556202386956,-1.13555638211103,0.0540699129616936
2004,sub_Network,84410033690,80134822690,409134877,-4275210999.99998,524077380.000046,0.109198976703301,0.136562563251084,0.120899974248419,-0.0533502272356495,0.21623230247123,0.0451484840868159
2004,Southwest,5976038000,6529620000,81150157,553582000,71505000,0.14832692702618,0.0998744082567138,0.0955921944319118,0.0847801250302468,0.0440527740310489,0.0850650438742494
2004,jetBlue,1152843370,1265971640,11731733,113128270,-56023300,-0.33120177365188,0.268062472126541,0.390308658980403,0.0893608248601839,-0.472582588753261,0.310845651004096
2004,AirTran,1008578500,1041422390,13178118,32843889.9999999,-53474750,-0.619504083938302,0.134398298460921,0.212640693696241,0.0315375301274249,-0.664583491902332,0.130407139360419
2004,Frontier,824202270,787227420,6437921,-36974850.0000001,-61910970.0000001,-2.4827828066275,0.334141891419885,0.45843823460307,-0.0469684478215966,-2.11141312341929,0.269515690976606
2004,Virgin_America,0,0,0,0,0,0,0,0,0,0,0
2004,sub_LCC,8961662140,9624241450,112497929,662579310,-99904020.000001,-0.131024530070711,0.139887623804736,0.166781906238907,0.0688448345194,-0.237665668279818,0.119749544542198
2004,Alaska,2279675000,2241387000,16294555,-38288000,-27667999.9999995,-2.60527306967969,0.105560586689396,0.118586591926579,-0.0170822798561783,-2.261036177561,0.0812334745754558
